trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1738,False,"{'a': 0.4, 'e': 0.17571892461558292}",30,19,21.4964801597449,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1739,False,"{'a': 0.4, 'e': 0.17554320569096735}",25,8,22.81825433694222,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1740,False,"{'a': 0.4, 'e': 0.17536766248527638}",25,14,9.463366127667285,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1741,False,"{'a': 0.4, 'e': 0.17519229482279108}",30,19,19.76247986724343,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1742,False,"{'a': 0.4, 'e': 0.1750171025279683}",20,6,1.7675992501183526,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1743,False,"{'a': 0.4, 'e': 0.17484208542544033}",20,3,28.034342385604575,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1744,False,"{'a': 0.4, 'e': 0.1746672433400149}",25,16,3.0149215821376747,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1745,False,"{'a': 0.4, 'e': 0.17449257609667487}",30,18,14.584820700115769,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1746,False,"{'a': 0.4, 'e': 0.1743180835205782}",20,10,-11.230559574838157,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1747,False,"{'a': 0.4, 'e': 0.17414376543705762}",25,13,25.249068362720358,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1748,False,"{'a': 0.4, 'e': 0.17396962167162056}",25,16,17.04652258876722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1749,False,"{'a': 0.4, 'e': 0.17379565204994896}",25,9,-1.365432298443378,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
1750,False,"{'a': 0.4, 'e': 0.173621856397899}",25,15,19.079567347864344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1751,False,"{'a': 0.4, 'e': 0.1734482345415011}",20,11,16.195008256947105,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1752,False,"{'a': 0.4, 'e': 0.17327478630695958}",20,9,21.697073213927496,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1753,False,"{'a': 0.4, 'e': 0.17310151152065265}",25,19,14.099763813884788,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1754,False,"{'a': 0.4, 'e': 0.17292841000913198}",30,20,6.755481944845693,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1755,False,"{'a': 0.4, 'e': 0.17275548159912285}",25,8,4.890083459291439,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
1756,False,"{'a': 0.4, 'e': 0.17258272611752373}",25,11,14.015006349789738,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1757,False,"{'a': 0.4, 'e': 0.1724101433914062}",20,12,4.951049213999589,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1758,False,"{'a': 0.4, 'e': 0.1722377332480148}",30,10,4.386199925889898,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",1
1759,False,"{'a': 0.4, 'e': 0.17206549551476677}",25,14,21.014603959296736,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1760,False,"{'a': 0.4, 'e': 0.171893430019252}",20,14,13.599852372073858,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1761,False,"{'a': 0.4, 'e': 0.17172153658923275}",30,20,19.783297151437004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1762,False,"{'a': 0.4, 'e': 0.17154981505264352}",25,13,12.927206245660269,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1763,False,"{'a': 0.4, 'e': 0.1713782652375909}",20,9,8.262023585905155,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1764,False,"{'a': 0.4, 'e': 0.17120688697235328}",25,4,14.063309124764729,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
1765,False,"{'a': 0.4, 'e': 0.17103568008538095}",20,4,15.00263031467341,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1766,False,"{'a': 0.4, 'e': 0.17086464440529556}",30,13,18.30847577082406,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1767,False,"{'a': 0.4, 'e': 0.17069377976089026}",20,15,10.63856384812994,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1768,False,"{'a': 0.4, 'e': 0.17052308598112936}",20,1,7.300296754168741,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
1769,False,"{'a': 0.4, 'e': 0.17035256289514825}",20,15,10.626517979317534,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1770,False,"{'a': 0.4, 'e': 0.1701822103322531}",25,19,2.588869683545072,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
1771,False,"{'a': 0.4, 'e': 0.17001202812192084}",25,10,4.5685895598787445,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1772,False,"{'a': 0.4, 'e': 0.16984201609379893}",20,15,-0.7580834999975128,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1773,False,"{'a': 0.4, 'e': 0.16967217407770513}",20,9,22.74800609603348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1774,False,"{'a': 0.4, 'e': 0.16950250190362742}",35,23,9.830219227615935,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1775,False,"{'a': 0.4, 'e': 0.1693329994017238}",30,13,-0.08682197929655078,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1776,False,"{'a': 0.4, 'e': 0.16916366640232205}",25,13,-18.594419689430143,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1777,False,"{'a': 0.4, 'e': 0.16899450273591973}",30,2,29.988408469902108,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1778,False,"{'a': 0.4, 'e': 0.16882550823318382}",35,12,21.755757406948142,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
1779,False,"{'a': 0.4, 'e': 0.16865668272495063}",30,16,25.73174326358822,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1780,False,"{'a': 0.4, 'e': 0.16848802604222568}",25,18,12.777580781403,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1781,False,"{'a': 0.4, 'e': 0.16831953801618346}",25,12,10.565495814355616,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1782,False,"{'a': 0.4, 'e': 0.16815121847816727}",20,15,7.445458462266936,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1783,False,"{'a': 0.4, 'e': 0.16798306725968912}",25,11,9.821835372148247,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1784,False,"{'a': 0.4, 'e': 0.16781508419242944}",25,18,7.651973921407191,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1785,False,"{'a': 0.4, 'e': 0.167647269108237}",25,17,14.971805846837013,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1786,False,"{'a': 0.4, 'e': 0.16747962183912876}",20,11,-15.326664482147768,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
1787,False,"{'a': 0.4, 'e': 0.16731214221728963}",25,18,14.264012976169683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1788,False,"{'a': 0.4, 'e': 0.16714483007507233}",25,7,24.86397541804676,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1789,False,"{'a': 0.4, 'e': 0.16697768524499726}",20,12,4.3469268991055205,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1790,False,"{'a': 0.4, 'e': 0.16681070755975227}",20,13,13.130026437920792,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1791,False,"{'a': 0.4, 'e': 0.16664389685219252}",25,15,-13.781651211757097,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
1792,False,"{'a': 0.4, 'e': 0.16647725295534033}",20,12,-26.903116913100476,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1793,False,"{'a': 0.4, 'e': 0.16631077570238498}",30,15,24.187819928686004,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1794,False,"{'a': 0.4, 'e': 0.1661444649266826}",25,14,16.394793859304006,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1795,False,"{'a': 0.4, 'e': 0.16597832046175592}",25,18,14.34959679477606,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1796,False,"{'a': 0.4, 'e': 0.16581234214129417}",25,8,7.5177666815169175,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1797,False,"{'a': 0.4, 'e': 0.16564652979915287}",20,15,9.158579327075246,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1798,False,"{'a': 0.4, 'e': 0.1654808832693537}",20,7,11.159994121389659,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1799,False,"{'a': 0.4, 'e': 0.16531540238608436}",20,7,17.94184722073628,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1800,False,"{'a': 0.4, 'e': 0.16515008698369826}",20,8,9.844679397210077,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1801,False,"{'a': 0.4, 'e': 0.16498493689671456}",20,8,21.98097585228575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1802,False,"{'a': 0.4, 'e': 0.16481995195981786}",20,4,-10.198231055348062,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 0}",1
1803,False,"{'a': 0.4, 'e': 0.16465513200785803}",20,10,1.2050943880812872,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1804,False,"{'a': 0.4, 'e': 0.1644904768758502}",20,14,-31.430195389628434,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1805,False,"{'a': 0.4, 'e': 0.16432598639897433}",25,19,11.964535302938733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1806,False,"{'a': 0.4, 'e': 0.16416166041257535}",20,0,7.598561190081114,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1807,False,"{'a': 0.4, 'e': 0.1639974987521628}",25,11,14.965363063804995,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1808,False,"{'a': 0.4, 'e': 0.16383350125341062}",30,16,8.407122102586122,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1809,False,"{'a': 0.4, 'e': 0.16366966775215722}",20,2,11.671622117981723,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1810,False,"{'a': 0.4, 'e': 0.16350599808440505}",25,8,30.169150161059573,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1811,False,"{'a': 0.4, 'e': 0.16334249208632065}",20,16,6.362389652194105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1812,False,"{'a': 0.4, 'e': 0.16317914959423432}",20,3,-14.041627029658903,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1813,False,"{'a': 0.4, 'e': 0.16301597044464008}",30,18,11.09691761641038,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1814,False,"{'a': 0.4, 'e': 0.16285295447419545}",20,14,11.650128217706879,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1815,False,"{'a': 0.4, 'e': 0.16269010151972127}",25,3,36.66631288047928,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
1816,False,"{'a': 0.4, 'e': 0.16252741141820154}",25,16,17.303755549446024,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1817,False,"{'a': 0.4, 'e': 0.16236488400678334}",30,20,15.99640024691002,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1818,False,"{'a': 0.4, 'e': 0.16220251912277656}",35,18,5.975087782719928,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
1819,False,"{'a': 0.4, 'e': 0.16204031660365378}",25,16,16.0985480891884,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1820,False,"{'a': 0.4, 'e': 0.16187827628705012}",20,2,-26.412061798275857,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
1821,False,"{'a': 0.4, 'e': 0.16171639801076307}",35,23,12.51406905486571,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1822,False,"{'a': 0.4, 'e': 0.1615546816127523}",20,9,7.3280754028714,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1823,False,"{'a': 0.4, 'e': 0.16139312693113955}",20,12,2.411002083714097,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1824,False,"{'a': 0.4, 'e': 0.1612317338042084}",20,16,8.036667274821685,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1825,False,"{'a': 0.4, 'e': 0.16107050207040421}",20,4,1.5526894162559377,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
1826,False,"{'a': 0.4, 'e': 0.1609094315683338}",25,10,-17.087109934268202,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1827,False,"{'a': 0.4, 'e': 0.16074852213676546}",30,17,-21.69327377397898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
1828,False,"{'a': 0.4, 'e': 0.1605877736146287}",25,12,13.102140570215814,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1829,False,"{'a': 0.4, 'e': 0.16042718584101406}",20,3,29.60797547121914,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1830,False,"{'a': 0.4, 'e': 0.16026675865517306}",30,12,26.63972868257926,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1831,False,"{'a': 0.4, 'e': 0.16010649189651788}",25,17,5.511968041656721,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1832,False,"{'a': 0.4, 'e': 0.15994638540462136}",25,13,11.240443224756284,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1833,False,"{'a': 0.4, 'e': 0.15978643901921674}",25,0,16.936013434620175,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1834,False,"{'a': 0.4, 'e': 0.15962665258019754}",20,10,-19.570859125415733,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1835,False,"{'a': 0.4, 'e': 0.15946702592761733}",20,6,6.454141938038003,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1836,False,"{'a': 0.4, 'e': 0.1593075589016897}",20,12,11.752865861848822,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1837,False,"{'a': 0.4, 'e': 0.159148251342788}",20,8,-24.549999654277375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1838,False,"{'a': 0.4, 'e': 0.15898910309144523}",20,8,-30.545878111266486,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
1839,False,"{'a': 0.4, 'e': 0.15883011398835378}",20,12,14.729371869873908,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1840,False,"{'a': 0.4, 'e': 0.15867128387436544}",30,15,26.139058707957457,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1841,False,"{'a': 0.4, 'e': 0.15851261259049107}",20,11,14.898063811959045,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1842,False,"{'a': 0.4, 'e': 0.1583540999779006}",20,1,32.81473068705675,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1843,False,"{'a': 0.4, 'e': 0.15819574587792268}",20,9,19.39236307912367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1844,False,"{'a': 0.4, 'e': 0.15803755013204476}",20,13,1.8012917862044102,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1845,False,"{'a': 0.4, 'e': 0.1578795125819127}",25,17,14.584031516448505,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1846,False,"{'a': 0.4, 'e': 0.1577216330693308}",25,16,-22.98430368123854,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1847,False,"{'a': 0.4, 'e': 0.15756391143626147}",20,12,3.6673869710611307,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1848,False,"{'a': 0.4, 'e': 0.1574063475248252}",20,0,30.25315585221938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1849,False,"{'a': 0.4, 'e': 0.15724894117730037}",25,8,21.458736168678946,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1850,False,"{'a': 0.4, 'e': 0.15709169223612307}",25,16,-6.973645522744221,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1851,False,"{'a': 0.4, 'e': 0.15693460054388697}",30,20,20.94066369108269,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1852,False,"{'a': 0.4, 'e': 0.15677766594334308}",20,14,-28.728623221054423,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1853,False,"{'a': 0.4, 'e': 0.15662088827739973}",25,16,19.077787200768157,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1854,False,"{'a': 0.4, 'e': 0.15646426738912234}",25,18,14.30275014662357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1855,False,"{'a': 0.4, 'e': 0.1563078031217332}",30,19,19.61128430148893,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1856,False,"{'a': 0.4, 'e': 0.15615149531861147}",20,11,16.61713577640316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1857,False,"{'a': 0.4, 'e': 0.15599534382329286}",25,14,17.628788818668387,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1858,False,"{'a': 0.4, 'e': 0.15583934847946956}",30,15,25.30557510642986,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1859,False,"{'a': 0.4, 'e': 0.1556835091309901}",25,15,18.27195331013378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1860,False,"{'a': 0.4, 'e': 0.1555278256218591}",25,17,9.209621695496043,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1861,False,"{'a': 0.4, 'e': 0.15537229779623724}",20,6,27.65477428347234,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1862,False,"{'a': 0.4, 'e': 0.15521692549844102}",25,12,13.546361082856922,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1863,False,"{'a': 0.4, 'e': 0.15506170857294257}",20,9,24.736894175479904,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1864,False,"{'a': 0.4, 'e': 0.1549066468643696}",20,11,14.88028296048456,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1865,False,"{'a': 0.4, 'e': 0.15475174021750526}",20,10,20.61432606271216,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1866,False,"{'a': 0.4, 'e': 0.15459698847728776}",30,12,16.839814681135795,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
1867,False,"{'a': 0.4, 'e': 0.15444239148881048}",20,12,16.43337319424987,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1868,False,"{'a': 0.4, 'e': 0.15428794909732166}",20,2,14.382050788989666,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1869,False,"{'a': 0.4, 'e': 0.15413366114822433}",25,10,-16.953710832082336,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1870,False,"{'a': 0.4, 'e': 0.1539795274870761}",20,3,4.743033881285851,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
1871,False,"{'a': 0.4, 'e': 0.15382554795958903}",30,20,18.4813294423342,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1872,False,"{'a': 0.4, 'e': 0.15367172241162944}",25,5,-62.84428003868837,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 2}",1
1873,False,"{'a': 0.4, 'e': 0.1535180506892178}",20,11,14.058486918993879,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1874,False,"{'a': 0.4, 'e': 0.1533645326385286}",25,16,-26.166341454497044,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1875,False,"{'a': 0.4, 'e': 0.15321116810589006}",20,12,17.508914766159567,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1876,False,"{'a': 0.4, 'e': 0.15305795693778418}",35,11,11.279419626927481,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",1
1877,False,"{'a': 0.4, 'e': 0.1529048989808464}",30,18,8.424326812132104,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1878,False,"{'a': 0.4, 'e': 0.15275199408186554}",25,16,19.381268687677224,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1879,False,"{'a': 0.4, 'e': 0.15259924208778367}",20,5,24.919427722954378,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1880,False,"{'a': 0.4, 'e': 0.1524466428456959}",20,11,-7.108147944468843,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
1881,False,"{'a': 0.4, 'e': 0.1522941962028502}",25,20,10.81356530405182,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1882,False,"{'a': 0.4, 'e': 0.15214190200664734}",20,16,7.528022485229416,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1883,False,"{'a': 0.4, 'e': 0.1519897601046407}",30,19,5.369849988063574,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1884,False,"{'a': 0.4, 'e': 0.15183777034453605}",20,6,27.909165936809565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1885,False,"{'a': 0.4, 'e': 0.15168593257419152}",25,4,32.95479591912468,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1886,False,"{'a': 0.4, 'e': 0.15153424664161733}",20,16,7.426153462459574,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1887,False,"{'a': 0.4, 'e': 0.15138271239497572}",35,16,2.1074832961268775,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 0}",1
1888,False,"{'a': 0.4, 'e': 0.15123132968258074}",20,16,5.963422888207512,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1889,False,"{'a': 0.4, 'e': 0.15108009835289815}",25,10,13.382680236868048,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1890,False,"{'a': 0.4, 'e': 0.15092901825454527}",30,16,23.076825542849758,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1891,False,"{'a': 0.4, 'e': 0.1507780892362907}",25,5,25.31466806200079,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1892,False,"{'a': 0.4, 'e': 0.1506273111470544}",25,7,28.16835377205152,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1893,False,"{'a': 0.4, 'e': 0.15047668383590737}",20,8,15.975080131712232,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1894,False,"{'a': 0.4, 'e': 0.15032620715207146}",25,13,16.038229392582988,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1895,False,"{'a': 0.4, 'e': 0.15017588094491938}",25,9,33.090731317042696,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1896,False,"{'a': 0.4, 'e': 0.15002570506397447}",20,3,28.032122760024592,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1897,False,"{'a': 0.4, 'e': 0.1498756793589105}",30,18,3.3004713275538617,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1898,False,"{'a': 0.4, 'e': 0.14972580367955157}",25,16,-36.812427534390785,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 1}",1
1899,False,"{'a': 0.4, 'e': 0.14957607787587204}",30,22,14.67639528954575,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1900,False,"{'a': 0.4, 'e': 0.14942650179799616}",20,11,15.969334175206363,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1901,False,"{'a': 0.4, 'e': 0.14927707529619816}",20,9,-15.183626126563693,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
1902,False,"{'a': 0.4, 'e': 0.14912779822090197}",20,14,12.555709707936886,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1903,False,"{'a': 0.4, 'e': 0.14897867042268106}",25,10,3.2403900361010645,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
1904,False,"{'a': 0.4, 'e': 0.14882969175225838}",20,12,16.709394997092385,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1905,False,"{'a': 0.4, 'e': 0.14868086206050612}",25,19,11.639528233037076,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1906,False,"{'a': 0.4, 'e': 0.1485321811984456}",30,13,10.842460276233165,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1907,False,"{'a': 0.4, 'e': 0.14838364901724718}",25,18,10.96476639373896,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1908,False,"{'a': 0.4, 'e': 0.14823526536822992}",20,10,-2.363146206840848,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1909,False,"{'a': 0.4, 'e': 0.1480870301028617}",25,14,-3.29179863091999,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1910,False,"{'a': 0.4, 'e': 0.14793894307275884}",25,10,18.014232237088855,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1911,False,"{'a': 0.4, 'e': 0.14779100412968607}",25,7,19.67305709707517,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1912,False,"{'a': 0.4, 'e': 0.1476432131255564}",20,0,27.415263683209403,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1913,False,"{'a': 0.4, 'e': 0.14749556991243082}",35,27,18.830353010663018,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1914,False,"{'a': 0.4, 'e': 0.1473480743425184}",20,13,4.157403840528172,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1915,False,"{'a': 0.4, 'e': 0.14720072626817587}",30,11,-31.304538920467806,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
1916,False,"{'a': 0.4, 'e': 0.1470535255419077}",20,4,12.665916964000047,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1917,False,"{'a': 0.4, 'e': 0.1469064720163658}",20,16,9.263220620214073,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1918,False,"{'a': 0.4, 'e': 0.14675956554434944}",25,3,-1.3240535433037912,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1919,False,"{'a': 0.4, 'e': 0.14661280597880508}",25,0,4.835854447930856,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
1920,False,"{'a': 0.4, 'e': 0.14646619317282628}",30,11,-18.042797800087857,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 1}",1
